Date,Stock Name,Stock Ticker,Market Price,PE Ratio,PB Ratio,DE Ratio,ROE,Volume,Stock Style,Sector
2022-01-03 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2196.298095703125,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-01-04 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2245.8642578125,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-01-05 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2256.37109375,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-01-06 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2207.856201171875,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-01-07 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2225.67236328125,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-01-10 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2227.499755859375,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-01-11 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2243.534423828125,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-01-12 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2303.424560546875,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-01-13 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2316.398681640625,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-01-14 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2319.779296875,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-01-17 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2331.885009765625,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-01-18 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2304.064208984375,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-01-19 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2303.88134765625,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-01-20 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2263.54345703125,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-01-21 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2263.908935546875,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-01-24 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2172.5888671875,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-01-25 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2168.34033203125,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-01-27 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2136.22509765625,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-01-28 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2134.169189453125,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-01-31 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2180.537841796875,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-02-01 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2173.319580078125,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-02-02 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2177.7509765625,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-02-03 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2149.610107421875,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-02-04 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2130.01220703125,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-02-07 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2117.038330078125,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-02-08 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2152.625244140625,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-02-09 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2177.705322265625,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-02-10 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2175.467041015625,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-02-11 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2171.21826171875,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-02-14 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2136.63623046875,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-02-15 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2209.1806640625,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-02-16 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2204.612548828125,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-02-17 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2232.524658203125,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-02-18 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2215.073974609375,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-02-21 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2192.689208984375,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-02-22 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2182.730224609375,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-02-23 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2169.0712890625,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-02-24 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2060.985107421875,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
2022-02-25 00:00:00+05:30,Reliance Industries Limited,RELIANCE.NS,2086.750732421875,40.939457,2.5081367,37.389,,6824661.730223124,EQUITY,Energy
